
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
239 - 252, <Person>
114231 - 114242, <Person>
114300 - 114311, <Location>
114321 - 114332, <Org>
114408 - 114418, <Person>
114424 - 114429, <Person>
114434 - 114439, <Person>
114540 - 114555, <Person>
114580 - 114595, <Person>
114598 - 114605, <Person>
114619 - 114634, <Person>
114648 - 114663, <Person>
114681 - 114687, <Person>
114781 - 114788, <Location>
114791 - 114801, <Location>
114805 - 114817, <Location>
115448 - 115460, <Location>
115494 - 115506, <Person>
115530 - 115540, <Location>
115730 - 115740, <Location>
115781 - 115789, <Person>
116092 - 116112, <Location>
116237 - 116247, <Location>
116298 - 116309, <Person>
116335 - 116349, <Person>
116538 - 116544, <Location>
116592 - 116594, <Location>
116609 - 116621, <Location>
116624 - 116631, <Location>
116661 - 116673, <Person>
116700 - 116711, <Person>
116761 - 116776, <Org>
116794 - 116802, <Org>
116819 - 116837, <Org>
116894 - 116899, <Person>
116908 - 116913, <Person>
116916 - 116924, <Person>
116929 - 116940, <Person>
116954 - 116962, <Person>
116967 - 116977, <Person>
117023 - 117034, <Person>
117134 - 117139, <Person>
117195 - 117206, <Person>
117235 - 117247, <Person>
117295 - 117309, <Person>
117313 - 117324, <Person>
117366 - 117397, <Org>
117784 - 117798, <Person>
117845 - 117856, <Location>
117868 - 117875, <Location>
117895 - 117916, <Org>
118081 - 118087, <Person>
118097 - 118109, <Location>
118113 - 118125, <Person>
118177 - 118186, <Location>
118251 - 118262, <Person>
118313 - 118323, <Person>
118341 - 118351, <Org>
118355 - 118366, <Person>
118400 - 118415, <Person>
118420 - 118433, <Person>
118672 - 118683, <Person>
118691 - 118705, <Person>
118709 - 118714, <Location>
119575 - 119584, <Person>
119940 - 119953, <Person>
120020 - 120029, <Location>
120043 - 120050, <Person>
120065 - 120076, <Location>
120091 - 120103, <Person>
120220 - 120227, <Person>
120250 - 120263, <Location>
120301 - 120314, <Person>
120354 - 120360, <Location>
120448 - 120455, <Person>
120582 - 120596, <Org>
120600 - 120609, <Location>
120665 - 120672, <Location>
120675 - 120684, <Location>
120687 - 120692, <Location>
120697 - 120703, <Location>
120788 - 120799, <Person>
120905 - 120909, <Org>
121019 - 121026, <Person>
121139 - 121153, <Person>
121158 - 121188, <Person>
121202 - 121209, <Person>
121285 - 121292, <Person>
121386 - 121393, <Person>
121504 - 121511, <Person>
121685 - 121692, <Person>
121749 - 121761, <Person>
121764 - 121771, <Person>
121903 - 121910, <Person>
122016 - 122023, <Person>
122057 - 122074, <Org>
122087 - 122097, <Person>
122131 - 122146, <Org>
122251 - 122259, <Person>
122287 - 122306, <Person>
122343 - 122352, <Location>
122593 - 122650, <Org>
122593 - 122650, <Org>
122654 - 122670, <Person>
122741 - 122749, <Location>
122899 - 122915, <Person>
123107 - 123120, <Location>
123155 - 123161, <Location>
123203 - 123212, <Person>
123370 - 123381, <Person>
123424 - 123441, <Person>
123446 - 123455, <Person>
123507 - 123516, <Location>
123759 - 123777, <Org>
123781 - 123794, <Location>
123899 - 123914, <Person>
123919 - 123929, <Person>
123997 - 124005, <Location>
124027 - 124034, <Location>
124038 - 124050, <Org>
124059 - 124070, <Location>
124154 - 124163, <Person>
124588 - 124599, <Person>
124603 - 124611, <Person>
124643 - 124652, <Person>
124657 - 124663, <Person>
124752 - 124761, <Person>
124856 - 124859, <Org>
125158 - 125170, <Person>
125227 - 125243, <Person>
125289 - 125297, <Location>
125300 - 125304, <Location>
125308 - 125331, <Person>
125360 - 125375, <Location>
125378 - 125386, <Location>
125753 - 125761, <Person>
125870 - 125880, <Person>
125952 - 125958, <Person>
125980 - 125986, <Person>
126005 - 126015, <Person>
126046 - 126052, <Person>
126116 - 126122, <Person>
126174 - 126180, <Person>
126278 - 126286, <Location>
126349 - 126360, <Person>
126373 - 126385, <Person>
126397 - 126410, <Person>
126425 - 126437, <Person>
126454 - 126466, <Person>
126503 - 126511, <Location>
126545 - 126560, <Location>
126567 - 126580, <Person>
126606 - 126612, <Person>
126645 - 126656, <Person>
126659 - 126671, <Person>
126678 - 126691, <Person>
126717 - 126728, <Org>
126851 - 126855, <Person>
126872 - 126878, <Person>
126883 - 126888, <Person>
126970 - 126978, <Person>
127066 - 127079, <Person>
127130 - 127135, <Person>
127173 - 127197, <Person>
127230 - 127256, <Person>
127282 - 127290, <Person>
127385 - 127399, <Person>
127402 - 127413, <Person>
127416 - 127430, <Org>
127439 - 127452, <Person>
127530 - 127534, <Location>
127537 - 127551, <Location>
127572 - 127599, <Org>
127653 - 127664, <Org>
127991 - 127998, <Org>
128234 - 128243, <Org>
128283 - 128293, <Org>
128454 - 128463, <Org>
128490 - 128493, <Org>
128502 - 128515, <Person>
128821 - 128834, <Location>
129113 - 129122, <Org>
129281 - 129284, <Org>
129289 - 129293, <Org>
129409 - 129412, <Org>
129417 - 129421, <Org>
129509 - 129518, <Org>
129633 - 129646, <Org>
129739 - 129754, <Org>
129758 - 129788, <Org>
129803 - 129810, <Location>
129813 - 129823, <Location>
129843 - 129862, <Location>
129875 - 129882, <Location>
129886 - 129902, <Org>
129907 - 129918, <Org>
129940 - 129955, <Location>
129963 - 129978, <Org>
130121 - 130137, <Org>
130530 - 130537, <Location>
130540 - 130548, <Location>
130584 - 130603, <Person>
130678 - 130685, <Location>
131119 - 131127, <Org>
131146 - 131150, <Org>
131187 - 131205, <Person>
131254 - 131265, <Location>
131268 - 131277, <Location>
131344 - 131365, <Org>
131369 - 131375, <Person>
131385 - 131410, <Org>
131414 - 131422, <Location>
131425 - 131434, <Location>
131509 - 131515, <Person>
131536 - 131556, <Org>
131636 - 131663, <Org>
131926 - 131951, <Org>
131954 - 131960, <Person>
132023 - 132035, <Org>
132230 - 132251, <Org>
132358 - 132364, <Person>
132433 - 132445, <Org>
132454 - 132466, <Person>
132511 - 132517, <Person>
132575 - 132584, <Org>
132789 - 132799, <Org>
132933 - 132939, <Person>
132995 - 133005, <Person>
133050 - 133062, <Org>
133137 - 133146, <Org>
133266 - 133275, <Org>
133347 - 133362, <Person>
133366 - 133372, <Person>
133431 - 133449, <Org>
133481 - 133490, <Org>
133856 - 133871, <Org>
133885 - 133891, <Person>
133940 - 133954, <Person>
134117 - 134126, <Person>
134131 - 134142, <Person>
134258 - 134271, <Location>
134409 - 134414, <Location>
134511 - 134516, <Location>
135169 - 135171, <Location>
135251 - 135257, <Location>
135271 - 135277, <Person>
135311 - 135317, <Location>
135500 - 135506, <Location>
135547 - 135565, <Person>
135571 - 135582, <Location>
135650 - 135654, <Location>
135795 - 135820, <Org>
135823 - 135826, <Org>
136007 - 136024, <Org>
136027 - 136030, <Org>
136266 - 136307, <Org>
136333 - 136358, <Org>
136361 - 136364, <Org>
136424 - 136427, <Org>
136570 - 136593, <Org>
136596 - 136600, <Org>
136653 - 136668, <Person>
136745 - 136754, <Org>
136759 - 136774, <Org>
136810 - 136825, <Org>
136833 - 136848, <Person>
136852 - 136859, <Person>
136918 - 136927, <Org>
136993 - 137002, <Org>
137049 - 137055, <Org>
137098 - 137113, <Org>
137380 - 137387, <Person>
137431 - 137436, <Location>
137439 - 137445, <Location>
137542 - 137555, <Person>
137558 - 137571, <Person>
137574 - 137605, <Person>
137610 - 137624, <Person>
137703 - 137709, <Location>
137791 - 137807, <Org>
137811 - 137816, <Location>
137819 - 137844, <Org>
138024 - 138042, <Person>
138075 - 138097, <Org>
138460 - 138466, <Person>
138586 - 138597, <Person>
138613 - 138619, <Person>
138810 - 138816, <Person>
138930 - 138948, <Person>
139007 - 139011, <Location>
139228 - 139248, <Org>
139252 - 139260, <Location>
139263 - 139270, <Location>
139663 - 139669, <Person>
139739 - 139755, <Person>
139813 - 139850, <Org>
139990 - 140005, <Location>
140014 - 140026, <Person>
140318 - 140324, <Person>
140407 - 140423, <Org>
140438 - 140450, <Person>
140518 - 140547, <Org>
140611 - 140617, <Person>
140652 - 140670, <Person>
140711 - 140723, <Person>
140763 - 140781, <Person>
140814 - 140829, <Org>
140890 - 140921, <Org>
140972 - 140990, <Person>
141139 - 141156, <Location>
141405 - 141420, <Person>
141769 - 141778, <Location>
142034 - 142037, <Org>
142279 - 142288, <Org>
142642 - 142648, <Person>
143417 - 143428, <Person>
143486 - 143490, <Person>
143503 - 143509, <Location>
143512 - 143516, <Location>
143519 - 143527, <Location>
143589 - 143610, <Person>
143721 - 143733, <Location>
143869 - 143883, <Location>
144140 - 144150, <Location>
144153 - 144162, <Location>
144165 - 144167, <Location>
144397 - 144412, <Org>
144478 - 144484, <Location>
144487 - 144493, <Location>
144708 - 144714, <Location>
144835 - 144874, <Org>
144916 - 144945, <Org>
144948 - 144952, <Org>
145104 - 145114, <Org>
145184 - 145220, <Org>
145371 - 145385, <Location>
145388 - 145399, <Location>
145402 - 145410, <Location>
145477 - 145490, <Location>
145502 - 145515, <Location>
145584 - 145623, <Org>
145640 - 145674, <Org>
145691 - 145725, <Org>
145808 - 145851, <Org>
145859 - 145902, <Org>
145917 - 145935, <Org>
146107 - 146129, <Org>
146188 - 146217, <Org>
146229 - 146247, <Person>
146262 - 146278, <Org>
146453 - 146467, <Person>
146472 - 146484, <Person>
146503 - 146515, <Person>
146520 - 146533, <Person>
146580 - 146598, <Person>
146617 - 146632, <Person>
146692 - 146705, <Person>
146834 - 146840, <Person>
146906 - 146922, <Org>
146930 - 146933, <Location>
146966 - 146980, <Person>
147087 - 147112, <Org>
147123 - 147143, <Person>
147162 - 147179, <Person>
147246 - 147266, <Org>
147771 - 147778, <Location>
147805 - 147811, <Location>
147818 - 147832, <Person>
147900 - 147907, <Location>
147912 - 147919, <Location>
148594 - 148608, <Person>
148613 - 148625, <Person>
148776 - 148782, <Person>
148904 - 148908, <Org>
149297 - 149333, <Org>
149349 - 149362, <Location>
149382 - 149389, <Location>
149434 - 149441, <Location>
149561 - 149568, <Location>
149637 - 149642, <Location>
149667 - 149672, <Location>
149716 - 149731, <Location>
149734 - 149741, <Location>
149847 - 149851, <Location>
149854 - 149863, <Location>
150041 - 150053, <Location>
151909 - 151920, <Location>
151940 - 151971, <Org>
151974 - 151978, <Org>
152153 - 152164, <Location>
152237 - 152271, <Org>
152237 - 152271, <Org>
152286 - 152293, <Location>
152296 - 152303, <Location>
152445 - 152452, <Location>
152457 - 152470, <Location>
152482 - 152499, <Location>
152650 - 152666, <Person>
152698 - 152710, <Person>
152731 - 152746, <Org>
152773 - 152781, <Location>
152784 - 152794, <Location>
152889 - 152921, <Org>
153226 - 153232, <Location>
153274 - 153284, <Location>
153297 - 153304, <Location>
153491 - 153508, <Org>
153532 - 153545, <Org>
153603 - 153609, <Location>
153742 - 153748, <Location>
153753 - 153763, <Location>
153776 - 153786, <Location>
153791 - 153797, <Location>
153911 - 153921, <Location>
153978 - 153984, <Location>
154017 - 154027, <Location>
154093 - 154115, <Org>
154313 - 154322, <Location>
154489 - 154500, <Org>
154976 - 154978, <Location>
155070 - 155078, <Org>
155086 - 155097, <Person>
155344 - 155347, <Org>
155380 - 155382, <Location>
155514 - 155520, <Location>
155532 - 155540, <Person>
155647 - 155649, <Location>
155699 - 155712, <Location>
155776 - 155791, <Org>
155841 - 155847, <Location>
155850 - 155854, <Location>
155972 - 155979, <Location>
156238 - 156244, <Location>
156285 - 156287, <Location>
156656 - 156658, <Location>
156672 - 156683, <Org>
156699 - 156701, <Location>
156782 - 156790, <Person>
156869 - 156878, <Location>
156978 - 157000, <Org>
157141 - 157146, <Location>
157163 - 157173, <Location>
157176 - 157181, <Location>
157188 - 157195, <Location>
157248 - 157257, <Location>
157260 - 157266, <Location>
157314 - 157331, <Location>
157394 - 157404, <Location>
157407 - 157411, <Location>
157509 - 157532, <Org>
157646 - 157655, <Location>
157660 - 157666, <Location>
157722 - 157741, <Org>
157751 - 157774, <Person>
157804 - 157811, <Location>
157814 - 157827, <Location>
157978 - 157984, <Org>
158144 - 158149, <Location>
158262 - 158268, <Org>
158389 - 158400, <Person>
158420 - 158427, <Location>
158566 - 158586, <Location>
158608 - 158617, <Person>
158652 - 158672, <Person>
158702 - 158715, <Person>
158831 - 158852, <Person>
159001 - 159007, <Person>
159080 - 159085, <Location>
159107 - 159113, <Person>
159124 - 159132, <Location>
159213 - 159219, <Person>
159382 - 159390, <Location>
159402 - 159414, <Person>
159488 - 159508, <Org>
159587 - 159610, <Org>
159640 - 159660, <Org>
159685 - 159702, <Person>
159772 - 159789, <Org>
159793 - 159799, <Org>
159868 - 159884, <Person>
159889 - 159900, <Person>
160138 - 160144, <Location>
160147 - 160154, <Location>
160187 - 160200, <Person>
160203 - 160216, <Person>
160236 - 160251, <Person>
160273 - 160279, <Location>
160297 - 160309, <Person>
160318 - 160325, <Location>
160351 - 160366, <Person>
160380 - 160386, <Location>
160657 - 160669, <Org>
160942 - 160948, <Location>
160978 - 160986, <Person>
161032 - 161038, <Location>
161200 - 161213, <Org>
161217 - 161221, <Location>
161237 - 161249, <Org>
161253 - 161260, <Location>
161277 - 161290, <Org>
161314 - 161320, <Location>
161363 - 161369, <Location>
161564 - 161574, <Person>
161685 - 161717, <Org>
161725 - 161754, <Org>
161977 - 162005, <Org>
162137 - 162182, <Org>
162196 - 162205, <Org>
162329 - 162336, <Org>
162401 - 162408, <Org>
163213 - 163227, <Person>
163258 - 163282, <Org>
163290 - 163325, <Org>
163368 - 163393, <Org>
163620 - 163632, <Person>
163636 - 163641, <Person>
163679 - 163701, <Org>
163743 - 163768, <Org>
163816 - 163836, <Org>
164159 - 164169, <Org>
164401 - 164419, <Person>
164429 - 164476, <Org>
164778 - 164783, <Person>
164812 - 164843, <Org>
164893 - 164905, <Person>
164931 - 164950, <Org>
164954 - 164984, <Org>
165013 - 165028, <Org>
165070 - 165074, <Person>
165257 - 165270, <Person>
165302 - 165306, <Person>
165311 - 165316, <Person>
165330 - 165345, <Org>
165404 - 165408, <Person>
165554 - 165564, <Org>
165645 - 165649, <Person>
165654 - 165667, <Person>
165726 - 165731, <Person>
165863 - 165867, <Person>
166167 - 166186, <Org>
166190 - 166199, <Location>
166202 - 166214, <Location>
166339 - 166353, <Org>
166449 - 166477, <Org>
166530 - 166545, <Person>
166683 - 166694, <Person>
166702 - 166726, <Org>
166806 - 166830, <Org>
166887 - 166911, <Org>
167345 - 167353, <Person>
167491 - 167498, <Person>
167572 - 167591, <Person>
167745 - 167753, <Location>
167756 - 167763, <Location>
167766 - 167775, <Person>
167799 - 167806, <Location>
167809 - 167817, <Location>
167905 - 167915, <Person>
167918 - 167930, <Person>
167944 - 167956, <Org>
168017 - 168026, <Person>
168169 - 168173, <Org>
168176 - 168185, <Person>
168312 - 168321, <Person>
168351 - 168358, <Location>
168622 - 168639, <Person>
168769 - 168779, <Person>
168934 - 168949, <Person>
168953 - 168962, <Person>
169118 - 169127, <Person>
169196 - 169237, <Org>
169264 - 169317, <Org>
169590 - 169600, <Org>
169651 - 169654, <Location>
169685 - 169697, <Person>
169725 - 169735, <Location>
169854 - 169861, <Person>
169918 - 169933, <Person>
169936 - 169947, <Person>
169950 - 169959, <Person>
169962 - 169978, <Person>
169981 - 169992, <Person>
170165 - 170174, <Location>
170177 - 170189, <Person>
170263 - 170275, <Person>
170367 - 170374, <Person>
170491 - 170500, <Location>
170503 - 170507, <Location>
170511 - 170518, <Person>
170794 - 170801, <Person>
170811 - 170819, <Location>
170822 - 170831, <Location>
170977 - 170984, <Location>
171061 - 171073, <Person>
171119 - 171132, <Person>
171213 - 171220, <Person>
171270 - 171278, <Location>
171510 - 171525, <Person>
171556 - 171567, <Person>
171591 - 171597, <Org>
171618 - 171633, <Org>
171636 - 171652, <Org>
171655 - 171666, <Person>
171671 - 171687, <Person>
171701 - 171708, <Person>
171774 - 171782, <Location>
171911 - 171920, <Location>
171970 - 171977, <Person>
172069 - 172076, <Person>
172095 - 172102, <Location>
172167 - 172179, <Person>
172273 - 172277, <Person>
172287 - 172294, <Person>
172354 - 172359, <Person>
172430 - 172437, <Person>
172478 - 172483, <Person>
172519 - 172526, <Person>
172529 - 172535, <Org>
172576 - 172583, <Person>
172621 - 172630, <Org>
172924 - 172929, <Person>
172943 - 172949, <Person>
172961 - 172967, <Person>
172982 - 172988, <Person>
173195 - 173207, <Person>
173380 - 173387, <Person>
173515 - 173527, <Person>
173634 - 173655, <Person>
173858 - 173869, <Location>
174174 - 174184, <Location>
174241 - 174248, <Location>
174251 - 174261, <Location>
174375 - 174380, <Location>
174383 - 174393, <Location>
174486 - 174492, <Location>
174601 - 174606, <Location>
174619 - 174625, <Location>
174729 - 174743, <Location>
174778 - 174784, <Location>
174927 - 174933, <Person>
174991 - 174997, <Location>
175212 - 175218, <Person>
175230 - 175236, <Person>
175550 - 175562, <Person>
175626 - 175638, <Person>
175661 - 175676, <Person>
175825 - 175833, <Person>
175857 - 175862, <Location>
175910 - 175914, <Location>
176098 - 176109, <Location>
176112 - 176118, <Location>
176151 - 176180, <Org>
176202 - 176222, <Org>
176243 - 176270, <Person>
176278 - 176291, <Org>
176546 - 176548, <Location>
177972 - 177986, <Person>
177989 - 177991, <Location>
178206 - 178221, <Location>
178315 - 178318, <Location>
178321 - 178326, <Location>
178369 - 178375, <Location>
178378 - 178384, <Location>
178452 - 178455, <Location>
178605 - 178611, <Location>
178656 - 178662, <Location>
178772 - 178779, <Location>
178961 - 178964, <Location>
179033 - 179048, <Location>
179125 - 179145, <Person>
179148 - 179160, <Person>
179165 - 179182, <Person>
179316 - 179319, <Location>
179428 - 179445, <Person>
179519 - 179539, <Person>
179594 - 179609, <Person>
179613 - 179633, <Person>
179795 - 179808, <Person>
179812 - 179822, <Location>
179961 - 179969, <Location>
180049 - 180054, <Location>
180057 - 180065, <Location>
180081 - 180101, <Person>
180146 - 180164, <Person>
180503 - 180520, <Person>
180663 - 180671, <Location>
180922 - 180925, <Location>
181119 - 181151, <Org>
181346 - 181349, <Location>
181352 - 181358, <Location>
181479 - 181484, <Location>
181775 - 181787, <Location>
182354 - 182366, <Org>
182939 - 182951, <Org>
182955 - 182976, <Person>
182984 - 183002, <Person>
183081 - 183102, <Person>
183123 - 183129, <Location>
183173 - 183190, <Person>
183292 - 183302, <Person>
183326 - 183338, <Person>
183540 - 183562, <Person>
183590 - 183604, <Person>
183715 - 183722, <Person>
183751 - 183764, <Org>
183802 - 183807, <Person>
183810 - 183819, <Person>
183826 - 183834, <Person>
183861 - 183869, <Person>
184050 - 184058, <Person>
184076 - 184081, <Location>
184198 - 184204, <Person>
184243 - 184252, <Person>
184257 - 184265, <Person>
184326 - 184338, <Person>
184359 - 184380, <Person>
184452 - 184463, <Person>
184468 - 184482, <Person>
184531 - 184537, <Person>
184550 - 184559, <Person>
184600 - 184609, <Location>
184652 - 184659, <Person>
184826 - 184845, <Person>
184870 - 184883, <Person>
184904 - 184914, <Person>
184919 - 184933, <Person>
184981 - 184989, <Person>
185102 - 185108, <Location>
185112 - 185136, <Person>
185297 - 185308, <Person>
185327 - 185343, <Person>
185347 - 185354, <Person>
185385 - 185394, <Person>
185409 - 185416, <Person>
185481 - 185492, <Person>
185506 - 185514, <Person>
185528 - 185534, <Person>
185565 - 185587, <Person>
185645 - 185662, <Person>
185702 - 185707, <Person>
185861 - 185878, <Person>
185881 - 185905, <Person>
185908 - 185926, <Person>
185929 - 185946, <Person>
185949 - 185966, <Person>
185969 - 185980, <Person>
186007 - 186015, <Person>
186758 - 186769, <Person>
186833 - 186850, <Person>
186950 - 186958, <Person>
186979 - 186997, <Person>
187001 - 187009, <Person>
187030 - 187044, <Person>
187047 - 187056, <Person>
187167 - 187186, <Person>
187245 - 187250, <Person>
187291 - 187299, <Person>
187480 - 187484, <Person>
187561 - 187578, <Person>
187602 - 187619, <Person>
187622 - 187639, <Person>
187642 - 187648, <Location>
187656 - 187673, <Person>
187676 - 187693, <Location>
187729 - 187740, <Person>
187817 - 187831, <Org>
188052 - 188070, <Org>
188082 - 188094, <Person>
188122 - 188134, <Location>
188137 - 188146, <Location>
188170 - 188183, <Location>
188322 - 188335, <Location>
188367 - 188373, <Location>
188376 - 188388, <Location>
188490 - 188496, <Person>
188516 - 188529, <Person>
188687 - 188693, <Person>
188862 - 188868, <Person>
188943 - 188960, <Person>
188994 - 189000, <Person>
189056 - 189068, <Person>
189093 - 189097, <Location>
189126 - 189141, <Location>
189145 - 189151, <Person>
189238 - 189247, <Person>
189291 - 189297, <Person>
189325 - 189334, <Person>
189343 - 189349, <Person>
189399 - 189405, <Person>
189502 - 189508, <Person>
189560 - 189571, <Person>
189575 - 189581, <Person>
189609 - 189620, <Person>
189632 - 189637, <Person>
189697 - 189703, <Person>
189797 - 189809, <Person>
189813 - 189819, <Person>
189964 - 189975, <Person>
189996 - 190007, <Person>
190044 - 190057, <Person>
190061 - 190067, <Person>
190200 - 190212, <Person>
190216 - 190231, <Person>
190305 - 190311, <Person>
190315 - 190321, <Person>
190454 - 190467, <Person>
190535 - 190547, <Person>
190622 - 190637, <Person>
190647 - 190670, <Person>
190673 - 190686, <Person>
190691 - 190703, <Person>
190758 - 190764, <Person>
190918 - 190928, <Person>
190992 - 190998, <Person>
191062 - 191068, <Person>
191071 - 191077, <Person>
191106 - 191112, <Person>
191192 - 191198, <Person>
191218 - 191224, <Person>
191257 - 191263, <Person>
191327 - 191333, <Person>
191501 - 191513, <Person>
191612 - 191626, <Person>
191836 - 191845, <Person>
191868 - 191882, <Person>
192055 - 192061, <Person>
192074 - 192083, <Location>
192308 - 192314, <Person>
192379 - 192388, <Location>
192392 - 192398, <Person>
192490 - 192496, <Person>
192588 - 192597, <Location>
192729 - 192738, <Location>
192766 - 192781, <Person>
192937 - 192946, <Location>
192968 - 192977, <Location>
193084 - 193093, <Location>
193157 - 193166, <Location>
193189 - 193193, <Location>
193215 - 193238, <Org>
193241 - 193254, <Org>
193299 - 193307, <Location>
193489 - 193498, <Location>
193512 - 193529, <Location>
193584 - 193593, <Location>
193613 - 193622, <Location>
193682 - 193691, <Location>
193796 - 193805, <Location>
193952 - 193982, <Org>
194085 - 194093, <Location>
194101 - 194110, <Location>
194113 - 194120, <Location>
194175 - 194184, <Org>
194298 - 194300, <Location>
194393 - 194399, <Org>
194402 - 194409, <Org>
194443 - 194448, <Org>
194650 - 194670, <Person>
194742 - 194747, <Person>
194775 - 194807, <Person>
195120 - 195136, <Person>
195171 - 195186, <Org>
195194 - 195196, <Person>
195217 - 195230, <Person>
195308 - 195314, <Location>
195341 - 195347, <Location>
195352 - 195361, <Location>
195408 - 195428, <Person>
195445 - 195459, <Person>
195476 - 195499, <Person>
195518 - 195546, <Person>
195639 - 195645, <Location>
195650 - 195659, <Location>
195697 - 195715, <Org>
195760 - 195780, <Org>
195792 - 195798, <Person>
195825 - 195844, <Org>
195897 - 195903, <Person>
196012 - 196018, <Person>
196031 - 196055, <Person>
196215 - 196222, <Person>
196235 - 196255, <Org>
196323 - 196329, <Person>
196334 - 196341, <Person>
196695 - 196701, <Person>
196970 - 196976, <Person>
197108 - 197112, <Org>
197191 - 197197, <Person>
197330 - 197336, <Person>
197409 - 197422, <Person>
197492 - 197498, <Person>
197503 - 197510, <Person>
197629 - 197642, <Person>
197646 - 197670, <Org>
198051 - 198058, <Location>
198096 - 198107, <Person>
198137 - 198150, <Person>
198249 - 198262, <Person>
198304 - 198319, <Person>
198322 - 198327, <Person>
198343 - 198351, <Person>
198365 - 198380, <Person>
198433 - 198443, <Person>
198446 - 198456, <Person>
198533 - 198541, <Location>
198563 - 198571, <Person>
198590 - 198597, <Person>
198627 - 198634, <Person>
198654 - 198662, <Person>
198695 - 198700, <Person>
198956 - 198961, <Person>
199019 - 199023, <Person>
199096 - 199101, <Person>
199182 - 199190, <Person>
199205 - 199209, <Person>
199221 - 199228, <Location>
199255 - 199262, <Location>
199272 - 199280, <Location>
199285 - 199289, <Person>
199373 - 199381, <Location>
199514 - 199520, <Location>
199584 - 199589, <Person>
199615 - 199623, <Person>
199647 - 199651, <Person>
199762 - 199769, <Location>
199772 - 199778, <Location>
199845 - 199851, <Location>
200045 - 200052, <Location>
200194 - 200204, <Person>
200506 - 200520, <Person>
200541 - 200547, <Location>
200590 - 200602, <Person>
200629 - 200642, <Location>
200663 - 200667, <Location>
200679 - 200689, <Location>
200752 - 200758, <Location>
200761 - 200765, <Location>
200797 - 200803, <Org>
200867 - 200903, <Org>
201007 - 201013, <Location>
201016 - 201020, <Location>
201032 - 201038, <Person>
201048 - 201066, <Person>
201075 - 201079, <Location>
201093 - 201097, <Location>
201938 - 201945, <Location>
201949 - 201963, <Person>
202028 - 202038, <Person>
202111 - 202117, <Location>
202129 - 202134, <Person>
202172 - 202183, <Person>
202188 - 202200, <Person>
202228 - 202240, <Location>
202269 - 202287, <Person>
202303 - 202315, <Person>
202318 - 202329, <Person>
202334 - 202350, <Person>
202353 - 202358, <Person>
202392 - 202418, <Org>
202422 - 202470, <Org>
202586 - 202592, <Location>
202595 - 202602, <Location>
202684 - 202698, <Person>
202780 - 202806, <Org>
202916 - 202922, <Person>
202966 - 202969, <Org>
203016 - 203036, <Org>
203061 - 203076, <Person>
203121 - 203144, <Org>
203158 - 203164, <Person>
203203 - 203229, <Org>
203301 - 203316, <Person>
203343 - 203349, <Person>
203355 - 203366, <Person>
203389 - 203415, <Org>
203460 - 203489, <Org>
203559 - 203565, <Person>
203768 - 203793, <Org>
204331 - 204337, <Org>
206720 - 206724, <Person>
207278 - 207284, <Person>
207287 - 207293, <Person>
207525 - 207531, <Org>
207586 - 207592, <Org>
207832 - 207838, <Org>
207957 - 207974, <Org>
208011 - 208025, <Location>
208028 - 208036, <Location>
208055 - 208071, <Org>
208203 - 208249, <Org>
208326 - 208338, <Location>
208398 - 208408, <Location>
208511 - 208527, <Location>
208584 - 208601, <Org>
208788 - 208794, <Location>
208799 - 208806, <Location>
208825 - 208842, <Location>
208847 - 208886, <Org>
209148 - 209165, <Org>
209285 - 209299, <Location>
209753 - 209770, <Org>
209785 - 209810, <Org>
209845 - 209853, <Location>
209856 - 209869, <Location>
209895 - 209909, <Org>
209954 - 209960, <Org>
210057 - 210085, <Org>
210112 - 210143, <Org>
210156 - 210178, <Org>
210289 - 210335, <Org>
210403 - 210441, <Org>
210474 - 210482, <Person>
210511 - 210533, <Org>
210556 - 210581, <Org>
210785 - 210788, <Org>
210916 - 210919, <Org>
211001 - 211036, <Org>
211055 - 211065, <Location>
211068 - 211081, <Location>
211124 - 211138, <Org>
211250 - 211266, <Org>
211289 - 211305, <Person>
211309 - 211335, <Person>


#####################################################################################################
###################################ERRORS############################################################
#####################################################################################################
'19537 - 19547, <Person> : Kanye West' == '19537 - 19547, <Org> : Kanye West'
'19830 - 19839, <Person> : LL Cool J' == '19830 - 19839, <Org> : LL Cool J'
'41476 - 41481, <Person> : Green' == '<NULL>'
'51771 - 51778, <Person> : Stoners' == '<NULL>'
'56345 - 56357, <Person> : Paris Hilton' == '56345 - 56357, <Location> : Paris Hilton'
'56414 - 56424, <Person> : Kanye West' == '56414 - 56424, <Org> : Kanye West'
'56539 - 56546, <Person> : Shakira' == '56539 - 56546, <Location> : Shakira'
'56637 - 56642, <Person> : DJ AM' == '<NULL>'
'56645 - 56652, <Person> : DJ IRIE' == '<NULL>'
'56655 - 56663, <Person> : DJ KALED' == '<NULL>'
'56666 - 56675, <Person> : DJ TIESTO' == '<NULL>'
'57121 - 57131, <Person> : Deco Drive' == '57121 - 57131, <Org> : Deco Drive'
'63118 - 63138, <Person> : Wellesley Tudor Pole' == '63118 - 63138, <Org> : Wellesley Tudor Pole'
'68829 - 68841, <Person> : Harcourt , D' == '68829 - 68837, <Location> : Harcourt'
'76218 - 76222, <Person> : Tang' == '<NULL>'
'79495 - 79502, <Person> : Pazuela' == '<NULL>'
'79719 - 79727, <Person> : Belgrano' == '79719 - 79727, <Location> : Belgrano'
