
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
28 - 77, <Org>
114781 - 114788, <Location>
114791 - 114817, <Location>
114791 - 114817, <Location>
115424 - 115444, <Location>
115448 - 115460, <Location>
115494 - 115506, <Person>
115509 - 115527, <Location>
115530 - 115540, <Location>
115730 - 115740, <Location>
116152 - 116157, <Org>
116280 - 116309, <Person>
116335 - 116349, <Person>
116529 - 116534, <Org>
116538 - 116544, <Location>
116592 - 116594, <Location>
116609 - 116621, <Location>
116624 - 116631, <Location>
116700 - 116711, <Person>
116794 - 116813, <Org>
116819 - 116837, <Org>
116855 - 116877, <Org>
116894 - 116913, <Person>
116894 - 116913, <Person>
116929 - 116940, <Person>
117023 - 117034, <Person>
117112 - 117122, <Org>
117134 - 117139, <Person>
117191 - 117206, <Person>
117295 - 117309, <Person>
117313 - 117324, <Person>
117784 - 117798, <Person>
117845 - 117864, <Location>
117868 - 117875, <Location>
117891 - 117916, <Org>
118097 - 118109, <Location>
118113 - 118125, <Person>
118177 - 118186, <Location>
118237 - 118262, <Person>
118313 - 118323, <Person>
118392 - 118415, <Person>
118420 - 118433, <Person>
118669 - 118683, <Person>
118688 - 118705, <Person>
118709 - 118714, <Location>
119572 - 119587, <Person>
119928 - 119953, <Person>
120020 - 120029, <Location>
120065 - 120076, <Location>
120084 - 120103, <Person>
120250 - 120263, <Location>
120301 - 120314, <Person>
120354 - 120360, <Location>
120578 - 120596, <Org>
120600 - 120609, <Location>
120665 - 120672, <Location>
120675 - 120684, <Location>
120687 - 120692, <Location>
120697 - 120703, <Location>
120788 - 120799, <Person>
120905 - 120909, <Org>
121139 - 121153, <Person>
121158 - 121188, <Person>
121202 - 121209, <Person>
121742 - 121761, <Person>
121764 - 121771, <Person>
122057 - 122074, <Org>
122087 - 122097, <Person>
122131 - 122146, <Org>
122251 - 122259, <Person>
122287 - 122324, <Person>
122589 - 122623, <Org>
122628 - 122650, <Org>
122654 - 122670, <Person>
122741 - 122749, <Location>
122899 - 122915, <Person>
123103 - 123120, <Location>
123155 - 123161, <Location>
123203 - 123212, <Person>
123370 - 123384, <Person>
123424 - 123441, <Person>
123446 - 123455, <Person>
123507 - 123509, <Location>
123755 - 123777, <Org>
123781 - 123794, <Location>
123899 - 123914, <Person>
123919 - 123929, <Person>
123997 - 124024, <Location>
124027 - 124050, <Location>
124055 - 124086, <Org>
124154 - 124163, <Person>
124580 - 124599, <Person>
124603 - 124611, <Person>
124643 - 124652, <Person>
124657 - 124663, <Person>
124752 - 124761, <Person>
124856 - 124859, <Org>
125152 - 125173, <Person>
125227 - 125243, <Person>
125289 - 125297, <Location>
125300 - 125304, <Location>
125308 - 125331, <Person>
125360 - 125375, <Location>
125378 - 125386, <Location>
125443 - 125465, <Org>
125468 - 125471, <Org>
125753 - 125761, <Person>
125868 - 125880, <Person>
125952 - 125958, <Person>
125980 - 125986, <Person>
126005 - 126015, <Person>
126046 - 126062, <Person>
126174 - 126180, <Person>
126276 - 126286, <Location>
126337 - 126360, <Person>
126373 - 126377, <Person>
126388 - 126410, <Person>
126413 - 126437, <Person>
126444 - 126466, <Person>
126503 - 126511, <Location>
126545 - 126560, <Location>
126567 - 126580, <Person>
126606 - 126612, <Person>
126645 - 126656, <Person>
126659 - 126671, <Person>
126678 - 126691, <Person>
126717 - 126728, <Org>
126752 - 126762, <Org>
126851 - 126855, <Person>
126872 - 126878, <Person>
126970 - 126978, <Person>
127030 - 127033, <Org>
127066 - 127079, <Person>
127130 - 127135, <Person>
127173 - 127197, <Person>
127224 - 127256, <Person>
127282 - 127290, <Person>
127385 - 127399, <Person>
127402 - 127413, <Person>
127439 - 127452, <Person>
127530 - 127534, <Location>
127537 - 127551, <Location>
127572 - 127575, <Org>
128234 - 128243, <Org>
128283 - 128286, <Org>
128454 - 128463, <Org>
128490 - 128493, <Org>
128494 - 128515, <Person>
128817 - 128834, <Location>
129113 - 129122, <Org>
129289 - 129293, <Org>
129409 - 129412, <Org>
129417 - 129421, <Org>
129505 - 129518, <Org>
129739 - 129754, <Org>
129758 - 129788, <Org>
129803 - 129810, <Location>
129813 - 129823, <Location>
129839 - 129882, <Location>
129839 - 129882, <Location>
129963 - 129978, <Org>
130038 - 130056, <Org>
130172 - 130179, <Org>
130530 - 130537, <Location>
130540 - 130548, <Location>
130584 - 130603, <Person>
130674 - 130690, <Location>
131119 - 131127, <Org>
131162 - 131167, <Org>
131187 - 131205, <Person>
131254 - 131265, <Location>
131268 - 131277, <Location>
131319 - 131365, <Org>
131319 - 131365, <Org>
131369 - 131375, <Person>
131385 - 131410, <Org>
131414 - 131422, <Location>
131425 - 131434, <Location>
131509 - 131515, <Person>
131532 - 131556, <Org>
131636 - 131663, <Org>
131954 - 131960, <Person>
132023 - 132035, <Org>
132230 - 132251, <Org>
132358 - 132364, <Person>
132418 - 132425, <Location>
132433 - 132466, <Person>
132511 - 132517, <Person>
132785 - 132799, <Org>
132895 - 132898, <Org>
132933 - 132939, <Person>
132995 - 133005, <Person>
133050 - 133062, <Org>
133133 - 133146, <Org>
133347 - 133362, <Person>
133366 - 133372, <Person>
133399 - 133424, <Org>
133427 - 133454, <Org>
133852 - 133871, <Org>
133885 - 133891, <Person>
133932 - 133954, <Person>
134117 - 134126, <Person>
134131 - 134142, <Person>
134258 - 134271, <Location>
134385 - 134403, <Location>
134409 - 134414, <Location>
134435 - 134448, <Location>
134511 - 134516, <Location>
135247 - 135257, <Location>
135264 - 135277, <Person>
135311 - 135317, <Location>
135500 - 135506, <Location>
135554 - 135565, <Person>
135569 - 135582, <Location>
135650 - 135654, <Location>
135791 - 135820, <Org>
135823 - 135826, <Org>
135880 - 135908, <Org>
136003 - 136024, <Org>
136027 - 136030, <Org>
136262 - 136307, <Org>
136329 - 136358, <Org>
136361 - 136364, <Org>
136424 - 136427, <Org>
136555 - 136559, <Location>
136566 - 136593, <Org>
136596 - 136600, <Org>
136653 - 136668, <Person>
136796 - 136848, <Person>
137376 - 137387, <Person>
137391 - 137414, <Location>
137431 - 137436, <Location>
137439 - 137445, <Location>
137542 - 137555, <Person>
137558 - 137571, <Person>
137574 - 137587, <Person>
137610 - 137624, <Person>
137703 - 137709, <Location>
137777 - 137816, <Org>
137811 - 137816, <Location>
137893 - 137902, <Location>
138024 - 138042, <Person>
138071 - 138097, <Org>
138460 - 138466, <Person>
138579 - 138597, <Person>
138613 - 138619, <Person>
138810 - 138819, <Person>
138930 - 138948, <Person>
139228 - 139248, <Org>
139252 - 139260, <Location>
139263 - 139270, <Location>
139663 - 139669, <Person>
139728 - 139755, <Person>
139813 - 139844, <Org>
139990 - 140005, <Location>
139990 - 140026, <Person>
140318 - 140334, <Person>
140403 - 140423, <Org>
140438 - 140450, <Person>
140506 - 140547, <Org>
140611 - 140617, <Person>
140652 - 140673, <Person>
140711 - 140726, <Person>
140763 - 140781, <Person>
140810 - 140829, <Org>
140886 - 140905, <Org>
140972 - 140993, <Person>
141135 - 141156, <Location>
141185 - 141204, <Location>
141405 - 141420, <Person>
141657 - 141662, <Org>
141749 - 141778, <Location>
142034 - 142037, <Org>
143417 - 143428, <Person>
143486 - 143490, <Person>
143503 - 143509, <Location>
143512 - 143516, <Location>
143589 - 143610, <Person>
143717 - 143733, <Location>
143758 - 143767, <Location>
144092 - 144099, <Location>
144140 - 144150, <Location>
144153 - 144162, <Location>
144165 - 144167, <Location>
144388 - 144412, <Org>
144478 - 144484, <Location>
144487 - 144509, <Location>
144541 - 144573, <Location>
144708 - 144730, <Location>
144831 - 144874, <Org>
144912 - 144945, <Org>
144948 - 144952, <Org>
145184 - 145220, <Org>
145371 - 145385, <Location>
145388 - 145399, <Location>
145402 - 145410, <Location>
145477 - 145515, <Location>
145477 - 145515, <Location>
145580 - 145610, <Org>
145636 - 145674, <Org>
145703 - 145725, <Org>
145804 - 145851, <Org>
145855 - 145902, <Org>
145917 - 145935, <Org>
146107 - 146154, <Org>
146188 - 146217, <Org>
146224 - 146247, <Person>
146262 - 146266, <Org>
146453 - 146467, <Person>
146472 - 146484, <Person>
146503 - 146515, <Person>
146520 - 146533, <Person>
146580 - 146598, <Person>
146602 - 146632, <Person>
146692 - 146705, <Person>
146906 - 146922, <Org>
146956 - 146980, <Person>
147071 - 147143, <Org>
147123 - 147143, <Person>
147152 - 147179, <Person>
147237 - 147278, <Org>
147771 - 147778, <Location>
147797 - 147811, <Location>
147818 - 147832, <Person>
147900 - 147907, <Location>
147912 - 147919, <Location>
148594 - 148608, <Person>
148613 - 148625, <Person>
148776 - 148785, <Person>
148904 - 148908, <Org>
149293 - 149333, <Org>
149382 - 149389, <Location>
149421 - 149441, <Location>
149592 - 149612, <Location>
149624 - 149642, <Location>
149658 - 149672, <Location>
149703 - 149731, <Location>
149734 - 149741, <Location>
149826 - 149838, <Org>
149847 - 149851, <Location>
149854 - 149863, <Location>
150041 - 150053, <Location>
151464 - 151487, <Org>
151909 - 151920, <Location>
151936 - 151971, <Org>
151974 - 151978, <Org>
152153 - 152164, <Location>
152246 - 152271, <Org>
152286 - 152293, <Location>
152296 - 152303, <Location>
152437 - 152452, <Location>
152457 - 152470, <Location>
152478 - 152499, <Location>
152650 - 152666, <Person>
152698 - 152710, <Person>
152731 - 152746, <Org>
152773 - 152781, <Location>
152784 - 152794, <Location>
152885 - 152897, <Org>
153189 - 153196, <Location>
153215 - 153232, <Location>
153241 - 153284, <Location>
153297 - 153304, <Location>
153365 - 153369, <Org>
153433 - 153441, <Location>
153446 - 153457, <Location>
153487 - 153508, <Org>
153742 - 153748, <Location>
153753 - 153763, <Location>
154013 - 154027, <Location>
154068 - 154115, <Org>
154313 - 154322, <Location>
154972 - 154990, <Location>
155086 - 155097, <Person>
155380 - 155382, <Location>
155514 - 155520, <Location>
155532 - 155540, <Person>
155647 - 155649, <Location>
155686 - 155712, <Location>
155772 - 155791, <Org>
155841 - 155847, <Location>
155850 - 155854, <Location>
156105 - 156117, <Org>
156238 - 156244, <Location>
156281 - 156287, <Location>
156652 - 156658, <Location>
156699 - 156701, <Location>
156869 - 156878, <Location>
157163 - 157173, <Location>
157176 - 157181, <Location>
157188 - 157195, <Location>
157248 - 157257, <Location>
157260 - 157266, <Location>
157310 - 157331, <Location>
157394 - 157404, <Location>
157407 - 157411, <Location>
157505 - 157532, <Org>
157646 - 157655, <Location>
157660 - 157666, <Location>
157722 - 157741, <Org>
157751 - 157757, <Person>
157804 - 157811, <Location>
157814 - 157827, <Location>
157972 - 157984, <Org>
158144 - 158149, <Location>
158262 - 158268, <Org>
158389 - 158400, <Person>
158417 - 158427, <Location>
158463 - 158470, <Location>
158474 - 158509, <Org>
158566 - 158586, <Location>
158597 - 158617, <Person>
158652 - 158672, <Person>
158702 - 158715, <Person>
158771 - 158791, <Person>
158831 - 158852, <Person>
158932 - 158941, <Location>
159048 - 159054, <Org>
159080 - 159085, <Location>
159124 - 159132, <Location>
159382 - 159390, <Location>
159402 - 159414, <Person>
159484 - 159508, <Org>
159583 - 159610, <Org>
159636 - 159660, <Org>
159685 - 159702, <Person>
159782 - 159789, <Org>
159793 - 159799, <Org>
159868 - 159884, <Person>
159889 - 159900, <Person>
159987 - 160004, <Org>
160138 - 160144, <Location>
160147 - 160154, <Location>
160187 - 160200, <Person>
160203 - 160216, <Person>
160221 - 160251, <Person>
160273 - 160279, <Location>
160283 - 160309, <Person>
160318 - 160325, <Location>
160351 - 160366, <Person>
160380 - 160386, <Location>
160657 - 160669, <Org>
160713 - 160716, <Org>
160942 - 160948, <Location>
160970 - 160986, <Person>
161032 - 161038, <Location>
161200 - 161213, <Org>
161217 - 161221, <Location>
161237 - 161249, <Org>
161253 - 161260, <Location>
161277 - 161290, <Org>
161314 - 161320, <Location>
161363 - 161369, <Location>
161554 - 161559, <Person>
161564 - 161574, <Person>
161681 - 161717, <Org>
161721 - 161754, <Org>
162133 - 162144, <Org>
162196 - 162205, <Org>
162329 - 162336, <Org>
162401 - 162408, <Org>
162863 - 162870, <Location>
163213 - 163227, <Person>
163254 - 163282, <Org>
163286 - 163311, <Org>
163364 - 163393, <Org>
163610 - 163632, <Person>
163675 - 163701, <Org>
163743 - 163768, <Org>
163812 - 163836, <Org>
164141 - 164169, <Org>
164387 - 164419, <Person>
164425 - 164476, <Org>
164808 - 164843, <Org>
164893 - 164905, <Person>
164927 - 164960, <Org>
164927 - 164960, <Org>
165257 - 165270, <Person>
165404 - 165408, <Person>
165554 - 165580, <Org>
165654 - 165667, <Person>
165720 - 165731, <Person>
165853 - 165867, <Person>
166108 - 166113, <Location>
166167 - 166186, <Org>
166190 - 166199, <Location>
166202 - 166214, <Location>
166335 - 166353, <Org>
166405 - 166410, <Location>
166449 - 166477, <Org>
166530 - 166545, <Person>
166683 - 166694, <Person>
166698 - 166726, <Org>
166802 - 166830, <Org>
166883 - 166914, <Org>
167579 - 167591, <Person>
167745 - 167753, <Location>
167756 - 167763, <Location>
167766 - 167775, <Person>
167799 - 167806, <Location>
167809 - 167817, <Location>
167905 - 167915, <Person>
167918 - 167923, <Person>
168336 - 168347, <Org>
168351 - 168358, <Location>
168769 - 168779, <Person>
169192 - 169227, <Org>
169260 - 169317, <Org>
169382 - 169399, <Org>
169586 - 169600, <Org>
169685 - 169697, <Person>
169725 - 169735, <Location>
169918 - 169933, <Person>
169936 - 169947, <Person>
169950 - 169959, <Person>
169962 - 169978, <Person>
169981 - 169992, <Person>
170165 - 170174, <Location>
170177 - 170189, <Person>
170263 - 170275, <Person>
170491 - 170500, <Location>
170503 - 170507, <Location>
170811 - 170819, <Location>
170822 - 170831, <Location>
170977 - 170984, <Location>
171061 - 171073, <Person>
171110 - 171132, <Person>
171270 - 171278, <Location>
171510 - 171553, <Person>
171529 - 171553, <Org>
171556 - 171567, <Person>
171636 - 171652, <Org>
171655 - 171658, <Person>
171671 - 171676, <Person>
171701 - 171708, <Person>
171774 - 171782, <Location>
171888 - 171902, <Org>
171911 - 171920, <Location>
172069 - 172076, <Person>
172095 - 172102, <Location>
172167 - 172179, <Person>
172273 - 172277, <Person>
172354 - 172359, <Person>
172445 - 172460, <Org>
172478 - 172483, <Person>
172724 - 172740, <Org>
172745 - 172762, <Org>
172844 - 172852, <Location>
172924 - 172929, <Person>
172943 - 172949, <Person>
172961 - 172967, <Person>
172982 - 172988, <Person>
173515 - 173527, <Person>
173634 - 173646, <Person>
174241 - 174248, <Location>
174251 - 174261, <Location>
174305 - 174313, <Location>
174375 - 174380, <Location>
174486 - 174492, <Location>
174601 - 174606, <Location>
174619 - 174625, <Location>
174725 - 174743, <Location>
174778 - 174784, <Location>
174869 - 174876, <Location>
175550 - 175562, <Person>
175626 - 175641, <Person>
175661 - 175676, <Person>
175825 - 175833, <Person>
175910 - 175914, <Location>
176050 - 176059, <Location>
176098 - 176109, <Location>
176112 - 176118, <Location>
176163 - 176168, <Org>
176198 - 176222, <Org>
176243 - 176306, <Person>
176274 - 176306, <Org>
177961 - 177986, <Person>
177989 - 177991, <Location>
178202 - 178221, <Location>
178302 - 178318, <Location>
178321 - 178326, <Location>
178369 - 178375, <Location>
178481 - 178489, <Location>
178593 - 178611, <Location>
178656 - 178662, <Location>
179125 - 179145, <Person>
179148 - 179160, <Person>
179165 - 179182, <Person>
179370 - 179381, <Org>
179432 - 179445, <Person>
179581 - 179601, <Person>
179619 - 179633, <Person>
179638 - 179670, <Person>
179961 - 179969, <Location>
180049 - 180054, <Location>
180081 - 180126, <Person>
180130 - 180164, <Person>
180340 - 180345, <Person>
180503 - 180520, <Person>
180663 - 180671, <Location>
180823 - 180827, <Person>
181133 - 181151, <Org>
181331 - 181349, <Location>
181352 - 181358, <Location>
181376 - 181389, <Location>
181479 - 181484, <Location>
181771 - 181787, <Location>
182350 - 182366, <Org>
182935 - 182951, <Org>
182955 - 182976, <Person>
182984 - 183002, <Person>
183081 - 183102, <Person>
183123 - 183129, <Location>
183138 - 183190, <Person>
183285 - 183302, <Person>
183326 - 183338, <Person>
183478 - 183508, <Org>
183533 - 183562, <Person>
183583 - 183604, <Person>
183715 - 183722, <Person>
183747 - 183762, <Org>
183802 - 183807, <Person>
183810 - 183819, <Person>
183822 - 183843, <Person>
183850 - 183857, <Person>
183861 - 183872, <Person>
184050 - 184058, <Person>
184076 - 184081, <Location>
184198 - 184204, <Person>
184243 - 184252, <Person>
184257 - 184265, <Person>
184328 - 184336, <Person>
184359 - 184380, <Person>
184452 - 184463, <Person>
184468 - 184482, <Person>
184531 - 184537, <Person>
184550 - 184559, <Person>
184600 - 184609, <Location>
184648 - 184659, <Person>
184826 - 184843, <Person>
184870 - 184883, <Person>
184890 - 184914, <Person>
184919 - 184933, <Person>
184981 - 184989, <Person>
185102 - 185108, <Location>
185121 - 185136, <Person>
185297 - 185308, <Person>
185313 - 185343, <Person>
185347 - 185357, <Person>
185385 - 185394, <Person>
185409 - 185426, <Person>
185506 - 185525, <Person>
185528 - 185534, <Person>
185554 - 185587, <Person>
185645 - 185662, <Person>
185702 - 185707, <Person>
185861 - 185878, <Person>
185881 - 185905, <Person>
185908 - 185926, <Person>
185929 - 185937, <Person>
185949 - 185966, <Person>
185969 - 185980, <Person>
185983 - 185990, <Person>
186007 - 186015, <Person>
186353 - 186387, <Org>
186758 - 186769, <Person>
186833 - 186841, <Person>
186928 - 186976, <Person>
186979 - 186997, <Person>
187004 - 187009, <Person>
187014 - 187044, <Person>
187047 - 187059, <Person>
187163 - 187189, <Person>
187245 - 187261, <Person>
187287 - 187302, <Person>
187467 - 187484, <Person>
187561 - 187578, <Person>
187602 - 187619, <Person>
187622 - 187639, <Person>
187642 - 187648, <Location>
187656 - 187673, <Person>
187676 - 187693, <Location>
187729 - 187740, <Person>
187808 - 187831, <Org>
188082 - 188094, <Person>
188122 - 188128, <Location>
188137 - 188146, <Location>
188166 - 188183, <Location>
188318 - 188335, <Location>
188367 - 188373, <Location>
188376 - 188388, <Location>
188516 - 188529, <Person>
188687 - 188693, <Person>
188862 - 188868, <Person>
188943 - 188960, <Person>
189056 - 189068, <Person>
189122 - 189141, <Location>
189238 - 189247, <Person>
189325 - 189334, <Person>
189560 - 189571, <Person>
189609 - 189620, <Person>
189797 - 189809, <Person>
189964 - 189975, <Person>
189987 - 190007, <Person>
190030 - 190057, <Person>
190200 - 190212, <Person>
190216 - 190223, <Person>
190454 - 190467, <Person>
190535 - 190547, <Person>
190622 - 190637, <Person>
190640 - 190670, <Person>
190673 - 190686, <Person>
190691 - 190703, <Person>
190893 - 190928, <Person>
191071 - 191077, <Person>
191192 - 191198, <Person>
191501 - 191513, <Person>
191612 - 191626, <Person>
191836 - 191845, <Person>
191868 - 191882, <Person>
192074 - 192083, <Location>
192308 - 192314, <Person>
192352 - 192363, <Location>
192379 - 192388, <Location>
192482 - 192496, <Person>
192588 - 192597, <Location>
192729 - 192738, <Location>
192758 - 192781, <Person>
192937 - 192946, <Location>
192968 - 192977, <Location>
193084 - 193093, <Location>
193189 - 193193, <Location>
193215 - 193238, <Org>
193241 - 193254, <Org>
193299 - 193307, <Location>
193480 - 193498, <Location>
193512 - 193529, <Location>
193584 - 193593, <Location>
193613 - 193622, <Location>
193682 - 193691, <Location>
193796 - 193805, <Location>
193948 - 193987, <Org>
194022 - 194038, <Location>
194085 - 194093, <Location>
194101 - 194110, <Location>
194113 - 194120, <Location>
194175 - 194184, <Org>
194298 - 194300, <Location>
194344 - 194361, <Org>
194439 - 194453, <Org>
194650 - 194670, <Person>
194742 - 194747, <Person>
194769 - 194807, <Person>
195120 - 195136, <Person>
195171 - 195186, <Org>
195217 - 195230, <Person>
195308 - 195314, <Location>
195341 - 195347, <Location>
195408 - 195415, <Person>
195445 - 195459, <Person>
195476 - 195499, <Person>
195518 - 195546, <Person>
195639 - 195645, <Location>
195756 - 195780, <Org>
195821 - 195844, <Org>
196012 - 196018, <Person>
196031 - 196055, <Person>
196215 - 196222, <Person>
196231 - 196255, <Org>
196334 - 196341, <Person>
197095 - 197112, <Org>
197399 - 197422, <Person>
197503 - 197513, <Person>
197629 - 197642, <Person>
197646 - 197652, <Org>
198038 - 198058, <Location>
198096 - 198107, <Person>
198137 - 198150, <Person>
198249 - 198262, <Person>
198304 - 198319, <Person>
198322 - 198327, <Person>
198365 - 198380, <Person>
198433 - 198443, <Person>
198446 - 198456, <Person>
198533 - 198556, <Location>
198557 - 198571, <Person>
198578 - 198597, <Person>
198676 - 198700, <Person>
198956 - 198961, <Person>
198996 - 199023, <Person>
199096 - 199101, <Person>
199205 - 199209, <Person>
199221 - 199228, <Location>
199244 - 199262, <Location>
199285 - 199289, <Person>
199373 - 199381, <Location>
199508 - 199527, <Location>
199584 - 199589, <Person>
199647 - 199651, <Person>
199762 - 199769, <Location>
199772 - 199778, <Location>
199845 - 199851, <Location>
200194 - 200204, <Person>
200486 - 200520, <Person>
200541 - 200547, <Location>
200590 - 200602, <Person>
200627 - 200642, <Location>
200663 - 200667, <Location>
200679 - 200689, <Location>
200752 - 200758, <Location>
200761 - 200765, <Location>
200788 - 200803, <Org>
200863 - 200903, <Org>
201007 - 201013, <Location>
201016 - 201020, <Location>
201032 - 201045, <Person>
201048 - 201066, <Person>
201093 - 201097, <Location>
201925 - 201945, <Location>
201949 - 201963, <Person>
202028 - 202038, <Person>
202111 - 202117, <Location>
202172 - 202183, <Person>
202188 - 202200, <Person>
202224 - 202240, <Location>
202269 - 202275, <Person>
202303 - 202315, <Person>
202318 - 202329, <Person>
202334 - 202350, <Person>
202353 - 202358, <Person>
202376 - 202418, <Org>
202422 - 202446, <Org>
202573 - 202592, <Location>
202595 - 202602, <Location>
202684 - 202698, <Person>
202776 - 202806, <Org>
202906 - 202922, <Person>
202966 - 202969, <Org>
203016 - 203036, <Org>
203061 - 203076, <Person>
203117 - 203144, <Org>
203158 - 203164, <Person>
203199 - 203229, <Org>
203287 - 203316, <Person>
203355 - 203381, <Person>
203385 - 203415, <Org>
203456 - 203489, <Org>
203549 - 203565, <Person>
203764 - 203793, <Org>
203862 - 203869, <Location>
203916 - 203923, <Location>
204099 - 204106, <Location>
204183 - 204190, <Location>
204242 - 204277, <Org>
206720 - 206724, <Person>
207278 - 207284, <Person>
207287 - 207293, <Person>
207926 - 207932, <Org>
207953 - 207974, <Org>
208011 - 208025, <Location>
208028 - 208036, <Location>
208166 - 208249, <Org>
208166 - 208249, <Org>
208322 - 208345, <Location>
208390 - 208408, <Location>
208507 - 208532, <Location>
208580 - 208601, <Org>
208799 - 208806, <Location>
208825 - 208835, <Location>
208847 - 208886, <Org>
209001 - 209021, <Location>
209245 - 209261, <Location>
209285 - 209299, <Location>
209749 - 209770, <Org>
209785 - 209810, <Org>
209845 - 209853, <Location>
209856 - 209869, <Location>
209895 - 209909, <Org>
209933 - 209960, <Org>
209964 - 209972, <Location>
210057 - 210085, <Org>
210112 - 210143, <Org>
210156 - 210178, <Org>
210285 - 210313, <Org>
210403 - 210441, <Org>
210465 - 210482, <Person>
210511 - 210533, <Org>
210556 - 210581, <Org>
210632 - 210635, <Org>
210785 - 210788, <Org>
210916 - 210919, <Org>
210982 - 211036, <Org>
211055 - 211065, <Location>
211068 - 211081, <Location>
211124 - 211156, <Org>
211193 - 211246, <Org>
211250 - 211263, <Org>
211289 - 211305, <Person>
211309 - 211335, <Person>


#####################################################################################################
###################################ERRORS############################################################
#####################################################################################################
'2714 - 2722, <Person> : Sheridan' == '<NULL>'
'8255 - 8261, <Person> : Hauser' == '8255 - 8261, <Location> : Hauser'
'9269 - 9273, <Person> : Farr' == '<NULL>'
'12218 - 12234, <Person> : Tomo MiliФeviФ' == '<NULL>'
'18760 - 18776, <Person> : P. Exeter Blue I' == '18760 - 18769, <Location> : P. Exeter'
'19830 - 19839, <Person> : LL Cool J' == '19830 - 19837, <Org> : LL Cool'
'24470 - 24475, <Person> : Curry' == '<NULL>'
'24615 - 24620, <Person> : Davis' == '24615 - 24620, <Location> : Davis'
'27495 - 27502, <Person> : Maumill' == '27495 - 27502, <Location> : Maumill'
'27505 - 27511, <Person> : Mabury' == '27505 - 27511, <Location> : Mabury'
'34639 - 34644, <Person> : Lechu' == '<NULL>'
'34651 - 34674, <Person> : Dwutygodniku dla Kobiet' == '<NULL>'
'39582 - 39589, <Person> : Gradsky' == '<NULL>'
'39667 - 39674, <Person> : Gradsky' == '<NULL>'
'39826 - 39833, <Person> : Gradsky' == '<NULL>'
'41465 - 41473, <Person> : Thomas D' == '41465 - 41471, <Location> : Thomas'
'41476 - 41481, <Person> : Green' == '<NULL>'
'44347 - 44359, <Person> : Lord Stanley' == '44347 - 44359, <Org> : Lord Stanley'
'47530 - 47535, <Person> : Stone' == '<NULL>'
'53450 - 53468, <Person> : Fresquito Fresquet' == '53441 - 53480, <Org> : humorist Fresquito Fresquet & Angelo 's'
'53471 - 53477, <Person> : Angelo' == '53441 - 53480, <Org> : humorist Fresquito Fresquet & Angelo 's'
'56345 - 56357, <Person> : Paris Hilton' == '56345 - 56357, <Location> : Paris Hilton'
'56499 - 56522, <Person> : Dwayne The Rock Johnson' == '56499 - 56505, <Org> : Dwayne'
'56637 - 56642, <Person> : DJ AM' == '<NULL>'
'56645 - 56652, <Person> : DJ IRIE' == '56648 - 56652, <Org> : IRIE'
'56655 - 56663, <Person> : DJ KALED' == '56658 - 56663, <Org> : KALED'
'56666 - 56675, <Person> : DJ TIESTO' == '56669 - 56675, <Org> : TIESTO'
'57121 - 57131, <Person> : Deco Drive' == '57121 - 57147, <Org> : Deco Drive 's Party Patrol'
'61369 - 61378, <Person> : MendonУЇa' == '<NULL>'
'63118 - 63138, <Person> : Wellesley Tudor Pole' == '63118 - 63138, <Org> : Wellesley Tudor Pole'
'68829 - 68841, <Person> : Harcourt , D' == '68829 - 68837, <Location> : Harcourt'
'68947 - 68962, <Person> : Campbell , A.A.' == '68947 - 68955, <Location> : Campbell'
'76831 - 76837, <Person> : Voulet' == '<NULL>'
'79495 - 79502, <Person> : Pazuela' == '79481 - 79502, <Org> : the orders of Pazuela'
'79562 - 79571, <Person> : CУЁrdenas' == '<NULL>'
'79686 - 79695, <Person> : CУЁrdenas' == '<NULL>'
'79994 - 80001, <Person> : Pezuela' == '<NULL>'
'80427 - 80439, <Person> : DУ­az VУЉlez' == '80427 - 80429, <Org> : DУ'
'80486 - 80496, <Person> : Vilcapugio' == '<NULL>'
'84278 - 84285, <Person> : Stoloff' == '<NULL>'
'84901 - 84904, <Person> : Ben' == '<NULL>'
'87019 - 87022, <Person> : Ben' == '<NULL>'
'96329 - 96336, <Person> : Atessis' == '<NULL>'
'96705 - 96712, <Person> : Atessis' == '<NULL>'
'100197 - 100201, <Person> : 1944' == '<NULL>'
'112545 - 112548, <Person> : May' == '<NULL>'
'112976 - 112979, <Person> : May' == '<NULL>'
'115781 - 115789, <Person> : Anderson' == '115781 - 115789, <Location> : Anderson'
'116661 - 116666, <Person> : Caloi' == '<NULL>'
'116916 - 116924, <Person> : Henrique' == '116916 - 116924, <Org> : Henrique'
'116954 - 116962, <Person> : Henrique' == '116954 - 116962, <Org> : Henrique'
'116967 - 116977, <Person> : JosУЉ Pedr' == '116967 - 116994, <Org> : JosУЉ Pedr left the company'
'117235 - 117240, <Person> : Caloi' == '<NULL>'
'118081 - 118087, <Person> : Savage' == '<NULL>'
'118355 - 118360, <Person> : Payne' == '118355 - 118360, <Location> : Payne'
'120043 - 120050, <Person> : Citrone' == '<NULL>'
'120220 - 120227, <Person> : Citrone' == '<NULL>'
'120448 - 120455, <Person> : Citrone' == '<NULL>'
'120759 - 120762, <Person> : 200' == '<NULL>'
'121019 - 121026, <Person> : Citrone' == '<NULL>'
'121285 - 121292, <Person> : Citrone' == '<NULL>'
'121386 - 121393, <Person> : Citrone' == '<NULL>'
'121504 - 121511, <Person> : Citrone' == '<NULL>'
