
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
201 - 215, <Person>
848530 - 848548, <Location>
848646 - 848656, <Location>
849013 - 849035, <Location>
849405 - 849421, <Location>
849911 - 849920, <Location>
849950 - 849969, <Org>
850244 - 850261, <Org>
850841 - 850855, <Person>
851058 - 851068, <Location>
851343 - 851356, <Org>
851460 - 851466, <Location>
852222 - 852228, <Location>
853096 - 853122, <Org>
853250 - 853261, <Org>
854750 - 854756, <Location>
855477 - 855490, <Person>
856004 - 856010, <Person>
856431 - 856436, <Person>
856508 - 856514, <Location>
856610 - 856633, <Org>
857057 - 857067, <Person>
857605 - 857609, <Org>
857929 - 857941, <Person>
858217 - 858229, <Org>
858789 - 858807, <Location>
859018 - 859028, <Org>
859121 - 859162, <Org>
859309 - 859324, <Org>
859369 - 859399, <Org>
859874 - 859880, <Person>
860016 - 860022, <Location>
860071 - 860107, <Org>
860535 - 860547, <Person>
861053 - 861061, <Person>
861072 - 861079, <Person>
861864 - 861870, <Location>
861933 - 861941, <Person>
862521 - 862527, <Location>
862698 - 862704, <Location>
863177 - 863195, <Org>
863631 - 863636, <Person>
866555 - 866573, <Person>
867096 - 867116, <Person>
867119 - 867135, <Person>
867212 - 867221, <Location>
869038 - 869048, <Location>
873972 - 873978, <Location>
874573 - 874579, <Location>
879117 - 879123, <Person>
879298 - 879304, <Location>
879621 - 879627, <Location>
882429 - 882440, <Org>
882659 - 882673, <Location>
884011 - 884017, <Location>
884147 - 884153, <Location>
884274 - 884284, <Location>
884286 - 884294, <Location>
884296 - 884304, <Location>
884367 - 884381, <Person>
887315 - 887330, <Person>
887332 - 887352, <Person>
887355 - 887368, <Person>
888491 - 888504, <Person>
892455 - 892464, <Person>
892536 - 892540, <Org>
893887 - 893891, <Org>
895126 - 895136, <Org>
896783 - 896789, <Location>
897209 - 897237, <Org>
897770 - 897775, <Location>
897898 - 897906, <Location>
899179 - 899185, <Location>
899187 - 899195, <Location>
899201 - 899208, <Location>
900312 - 900316, <Org>
900413 - 900422, <Org>
900474 - 900480, <Org>
902371 - 902377, <Location>
902886 - 902900, <Person>
904682 - 904714, <Org>
906253 - 906275, <Org>
906711 - 906721, <Location>
906813 - 906819, <Location>
906972 - 906976, <Location>
906979 - 906986, <Location>
907624 - 907665, <Org>
908409 - 908416, <Org>
909857 - 909867, <Location>
912831 - 912837, <Location>
913204 - 913228, <Org>
913964 - 913971, <Org>
915599 - 915623, <Person>
915811 - 915823, <Person>
915837 - 915853, <Person>
915990 - 915997, <Person>
916319 - 916333, <Person>
916574 - 916580, <Person>
917116 - 917124, <Person>
917366 - 917372, <Person>
917602 - 917620, <Person>
917636 - 917653, <Person>
917674 - 917692, <Person>
918446 - 918465, <Org>
918867 - 918882, <Person>
921416 - 921424, <Location>
921553 - 921565, <Org>
921838 - 921850, <Person>
923394 - 923410, <Person>
923462 - 923475, <Person>
923503 - 923516, <Person>
925831 - 925846, <Person>
927345 - 927356, <Person>
927358 - 927371, <Person>
927374 - 927390, <Person>
928665 - 928680, <Org>
929259 - 929269, <Org>
932620 - 932627, <Person>
933376 - 933404, <Org>
933458 - 933479, <Org>
933787 - 933805, <Person>
933919 - 933933, <Person>
935197 - 935212, <Person>
938558 - 938583, <Org>
939186 - 939193, <Location>
941677 - 941684, <Location>
942657 - 942677, <Person>
942761 - 942768, <Org>
942830 - 942835, <Org>
944824 - 944836, <Org>
945211 - 945243, <Location>
945378 - 945387, <Location>
945443 - 945457, <Location>
945482 - 945488, <Location>
947462 - 947468, <Location>
948222 - 948230, <Person>
949820 - 949827, <Person>
950577 - 950581, <Location>
950697 - 950706, <Org>
950904 - 950911, <Location>
951232 - 951240, <Location>
951308 - 951318, <Location>
951354 - 951371, <Location>
951502 - 951519, <Location>
951615 - 951627, <Person>
951726 - 951734, <Location>
951738 - 951748, <Location>
952032 - 952040, <Location>
952087 - 952102, <Org>
952215 - 952230, <Org>
952338 - 952359, <Location>
952747 - 952767, <Location>
952793 - 952799, <Org>
953241 - 953255, <Org>
953408 - 953421, <Location>
953786 - 953803, <Location>
954135 - 954143, <Org>
954845 - 954853, <Location>
955166 - 955185, <Location>
955558 - 955568, <Location>
955869 - 955902, <Location>
955904 - 955925, <Location>
956245 - 956264, <Location>
956358 - 956365, <Location>
956806 - 956813, <Location>
957128 - 957132, <Location>
957804 - 957822, <Location>
957952 - 957967, <Person>
958107 - 958118, <Location>
958135 - 958145, <Location>
958148 - 958158, <Location>
958392 - 958412, <Location>
958958 - 958966, <Org>
959151 - 959166, <Location>
959473 - 959508, <Location>
959754 - 959763, <Location>
960383 - 960401, <Location>
960405 - 960414, <Location>
960604 - 960619, <Location>
960859 - 960878, <Location>
961049 - 961062, <Location>
961118 - 961131, <Person>
961426 - 961453, <Location>
961455 - 961473, <Location>
961503 - 961532, <Org>
961916 - 961936, <Location>
961991 - 961995, <Person>
962172 - 962189, <Location>
962430 - 962449, <Location>
962453 - 962456, <Location>
962816 - 962820, <Location>
963147 - 963164, <Location>
963183 - 963227, <Org>
963366 - 963375, <Location>
963377 - 963406, <Location>
963408 - 963428, <Location>
963504 - 963520, <Org>
963654 - 963662, <Person>
963698 - 963714, <Location>
963756 - 963763, <Location>
963771 - 963794, <Org>
964023 - 964043, <Location>
964262 - 964269, <Location>
964272 - 964291, <Location>
964566 - 964584, <Location>
964869 - 964886, <Location>
965177 - 965196, <Location>
965200 - 965208, <Location>
965412 - 965423, <Org>
965800 - 965816, <Location>
965918 - 965925, <Location>
965952 - 965959, <Location>
965961 - 965967, <Location>
965979 - 965994, <Location>
965997 - 966008, <Location>
966103 - 966109, <Location>
966591 - 966608, <Location>
966683 - 966698, <Org>
966863 - 966880, <Location>
966884 - 966890, <Location>
967174 - 967192, <Location>
967196 - 967205, <Location>
967322 - 967342, <Org>
967538 - 967556, <Location>
967877 - 967893, <Location>
967897 - 967902, <Location>
968039 - 968055, <Location>
968298 - 968317, <Location>
968319 - 968340, <Org>
968463 - 968478, <Person>
968615 - 968638, <Location>
968822 - 968842, <Location>
969114 - 969135, <Location>
969139 - 969149, <Location>
970616 - 970624, <Person>
971224 - 971231, <Location>
972923 - 972929, <Location>
973065 - 973071, <Location>
973825 - 973842, <Location>
973846 - 973852, <Location>
973900 - 973912, <Person>
974049 - 974081, <Org>
974108 - 974134, <Org>
974136 - 974154, <Location>
974158 - 974167, <Location>
974284 - 974304, <Org>
974500 - 974518, <Location>
974670 - 974682, <Person>
974839 - 974855, <Location>
974859 - 974864, <Location>
975001 - 975017, <Location>
975260 - 975279, <Location>
975281 - 975302, <Org>
975314 - 975319, <Org>
975358 - 975381, <Org>
975382 - 975400, <Person>
975412 - 975423, <Org>
975425 - 975440, <Person>
975492 - 975496, <Org>
975524 - 975534, <Org>
975577 - 975600, <Location>
975784 - 975804, <Location>
976076 - 976097, <Location>
976101 - 976111, <Location>
976332 - 976350, <Person>
976587 - 976594, <Org>
976576 - 976594, <Person>
976596 - 976603, <Person>
976612 - 976630, <Location>
976659 - 976680, <Org>
976845 - 976853, <Person>
976917 - 976935, <Location>
976991 - 976995, <Org>
977020 - 977033, <Location>
977307 - 977325, <Location>
977356 - 977386, <Org>
977591 - 977610, <Person>
978741 - 978761, <Location>
978727 - 978761, <Org>
978920 - 978934, <Person>
978943 - 978949, <Location>
978994 - 979021, <Org>
979087 - 979094, <Location>
979104 - 979138, <Org>
979157 - 979163, <Location>
979205 - 979225, <Location>
979232 - 979240, <Location>
979263 - 979277, <Org>
979321 - 979328, <Location>
979434 - 979454, <Location>
979490 - 979497, <Location>
979663 - 979670, <Location>
979639 - 979670, <Org>
979768 - 979774, <Location>
979803 - 979827, <Org>
979944 - 979963, <Person>
979965 - 979971, <Location>
979981 - 979988, <Location>
980538 - 980544, <Person>
981408 - 981433, <Org>
981588 - 981593, <Org>
981594 - 981609, <Person>
982203 - 982216, <Org>
982231 - 982239, <Org>
982241 - 982244, <Org>
985395 - 985404, <Person>
987421 - 987427, <Location>
987600 - 987615, <Person>
987649 - 987685, <Org>
987734 - 987753, <Org>
987789 - 987794, <Org>
987927 - 987941, <Org>
988375 - 988387, <Org>
988533 - 988539, <Location>
988695 - 988701, <Location>
988712 - 988719, <Location>
988720 - 988736, <Person>
988874 - 988890, <Location>
989350 - 989357, <Location>
989547 - 989553, <Location>
989529 - 989553, <Org>
989613 - 989625, <Person>
989643 - 989657, <Location>
989727 - 989731, <Org>
989895 - 989900, <Person>
989979 - 989982, <Person>
990290 - 990295, <Org>
990358 - 990372, <Location>
990375 - 990381, <Location>
990412 - 990422, <Person>
990626 - 990645, <Org>
990776 - 990788, <Org>
990854 - 990862, <Org>
990864 - 990870, <Org>
990885 - 990899, <Org>
990901 - 990910, <Org>
991087 - 991099, <Org>
991062 - 991099, <Org>
991507 - 991524, <Org>
991772 - 991787, <Person>
991830 - 991842, <Org>
991799 - 991842, <Org>
992311 - 992323, <Org>
992345 - 992368, <Org>
992369 - 992382, <Person>
993341 - 993354, <Person>
993385 - 993426, <Org>
993365 - 993426, <Org>
993843 - 993846, <Location>
994161 - 994184, <Location>
994241 - 994243, <Location>
994454 - 994456, <Location>
994485 - 994501, <Org>
995204 - 995211, <Location>
995273 - 995280, <Location>
995282 - 995288, <Location>
995555 - 995563, <Location>
995585 - 995591, <Org>
995909 - 995915, <Location>
995916 - 995926, <Person>
996104 - 996113, <Location>
996326 - 996335, <Location>
996588 - 996612, <Org>
997035 - 997041, <Person>
997852 - 997856, <Person>
997961 - 997969, <Location>
998087 - 998091, <Person>
998185 - 998192, <Person>
998739 - 998743, <Person>
998789 - 998796, <Location>
998823 - 998828, <Location>
998870 - 998878, <Location>
999506 - 999522, <Location>
1000010 - 1000017, <Person>
1000086 - 1000095, <Person>
1000570 - 1000586, <Org>
1000670 - 1000676, <Location>
1000693 - 1000697, <Org>
1000680 - 1000697, <Org>
1000789 - 1000795, <Location>
1001214 - 1001228, <Person>
1001413 - 1001420, <Person>
1001653 - 1001659, <Person>
1003211 - 1003217, <Location>
1004373 - 1004386, <Org>
1004652 - 1004658, <Location>
1004711 - 1004716, <Person>
1005628 - 1005640, <Person>
1005764 - 1005768, <Person>
1005894 - 1005911, <Org>
1006067 - 1006083, <Person>
1006085 - 1006101, <Person>
1006103 - 1006128, <Person>
1006130 - 1006142, <Person>
1006550 - 1006557, <Location>
1007063 - 1007071, <Person>
1007868 - 1007883, <Person>
1008005 - 1008021, <Person>
1008023 - 1008040, <Person>
1008335 - 1008353, <Person>
1008427 - 1008445, <Person>
1008534 - 1008540, <Location>
1008678 - 1008686, <Person>
1009480 - 1009505, <Person>
1009542 - 1009546, <Location>
1012495 - 1012504, <Person>
1012518 - 1012533, <Person>
1012571 - 1012574, <Person>
1012751 - 1012760, <Person>
1012831 - 1012838, <Person>
1012946 - 1012952, <Person>
1013158 - 1013166, <Person>
1013215 - 1013220, <Person>
1014601 - 1014608, <Person>
1014771 - 1014796, <Person>
1015184 - 1015189, <Person>
1015214 - 1015229, <Person>
1015394 - 1015407, <Person>
1015418 - 1015422, <Person>
1015477 - 1015482, <Org>
1015662 - 1015682, <Person>
1015684 - 1015701, <Person>
1015790 - 1015814, <Org>
1016570 - 1016583, <Location>
1016651 - 1016663, <Location>
1016665 - 1016676, <Location>
1016678 - 1016695, <Location>
1016697 - 1016720, <Location>
1016722 - 1016734, <Location>
1017290 - 1017296, <Location>
1017298 - 1017303, <Location>
1017305 - 1017311, <Location>
1017313 - 1017322, <Location>
1017324 - 1017331, <Location>
1017334 - 1017344, <Location>
1017360 - 1017402, <Org>
1017872 - 1017930, <Org>
1017962 - 1017968, <Location>
1018019 - 1018037, <Person>
1018171 - 1018173, <Location>
1018136 - 1018235, <Org>
1018236 - 1018253, <Person>
1018453 - 1018471, <Location>
1018569 - 1018575, <Location>
1018606 - 1018612, <Location>
1018832 - 1018855, <Location>
1018858 - 1018864, <Location>
1018869 - 1018876, <Location>
1018877 - 1018883, <Location>
1018884 - 1018890, <Location>
1019245 - 1019251, <Location>
1019239 - 1019251, <Org>
1019287 - 1019353, <Org>
1019402 - 1019435, <Org>
1019469 - 1019482, <Location>
1019484 - 1019503, <Location>
1019506 - 1019513, <Location>
1019824 - 1019843, <Person>
1019872 - 1019889, <Person>
1019930 - 1019938, <Location>
1019942 - 1019959, <Person>
1020254 - 1020259, <Org>
1020328 - 1020340, <Org>
1020390 - 1020400, <Org>
1020421 - 1020460, <Org>
1020810 - 1020825, <Person>
1020874 - 1020881, <Org>
1021072 - 1021089, <Org>
1021152 - 1021158, <Location>
1021161 - 1021169, <Location>
1021284 - 1021288, <Org>
1021317 - 1021334, <Location>
1021386 - 1021409, <Org>
1021537 - 1021547, <Person>
1021550 - 1021558, <Person>
1021895 - 1021929, <Org>
1021955 - 1021985, <Org>
1022062 - 1022098, <Org>
1022242 - 1022251, <Person>
1022482 - 1022488, <Location>
1022468 - 1022488, <Org>
1022603 - 1022619, <Person>
1022621 - 1022639, <Person>
1022675 - 1022692, <Location>
1022796 - 1022826, <Org>
1022827 - 1022841, <Person>
1023098 - 1023118, <Org>
1023182 - 1023193, <Person>
1023490 - 1023497, <Person>
1023523 - 1023537, <Org>
1023538 - 1023546, <Location>
1023821 - 1023832, <Person>
1024102 - 1024107, <Person>
1024204 - 1024212, <Org>
1024313 - 1024320, <Person>
1024494 - 1024507, <Person>
1025078 - 1025084, <Location>
1025319 - 1025334, <Person>
1025531 - 1025536, <Person>
1025596 - 1025615, <Person>
1025617 - 1025635, <Person>
1025889 - 1025897, <Person>
1026290 - 1026324, <Org>
1026355 - 1026364, <Person>
1026378 - 1026406, <Person>
1026548 - 1026571, <Org>
1026897 - 1026905, <Location>
1027085 - 1027099, <Location>
1027131 - 1027145, <Person>
1029605 - 1029619, <Org>
1029925 - 1029941, <Person>
1030380 - 1030391, <Org>
1030619 - 1030640, <Org>
1030765 - 1030784, <Org>
1031694 - 1031735, <Org>
1033263 - 1033273, <Org>
1033276 - 1033296, <Org>
1033359 - 1033369, <Org>
1033843 - 1033867, <Org>
1034411 - 1034424, <Org>
1038499 - 1038534, <Org>
1038536 - 1038589, <Org>
1039662 - 1039714, <Org>
1041566 - 1041586, <Person>
1042279 - 1042297, <Org>
1045622 - 1045642, <Org>
1046712 - 1046730, <Person>
1047299 - 1047319, <Org>
1047475 - 1047491, <Person>
1048122 - 1048126, <Location>
1048543 - 1048554, <Org>
1049083 - 1049090, <Org>
1049692 - 1049706, <Person>
1049892 - 1049906, <Location>
1050016 - 1050032, <Location>
1050111 - 1050117, <Person>
1050624 - 1050640, <Person>
1050740 - 1050749, <Person>
1050825 - 1050831, <Person>
1050896 - 1050905, <Org>
1051834 - 1051853, <Org>
1052416 - 1052425, <Person>
1052789 - 1052824, <Org>
1052961 - 1052970, <Person>
1053040 - 1053055, <Person>
1053425 - 1053434, <Person>
1054010 - 1054012, <Location>
1054158 - 1054176, <Org>
1054146 - 1054176, <Org>
1054875 - 1054881, <Org>
1055523 - 1055539, <Person>
1056188 - 1056200, <Person>
1056207 - 1056297, <Org>
1056307 - 1056321, <Org>
1056838 - 1056897, <Org>
1056912 - 1056954, <Org>
1057199 - 1057211, <Person>
1057221 - 1057240, <Person>
1057272 - 1057281, <Location>
1057294 - 1057314, <Person>
1057631 - 1057639, <Person>
1057642 - 1057653, <Person>
1058361 - 1058370, <Location>
1058382 - 1058391, <Person>
1058489 - 1058500, <Person>
1059140 - 1059157, <Org>
1060489 - 1060507, <Person>
1060532 - 1060537, <Person>
1060556 - 1060562, <Location>
1060565 - 1060574, <Location>
1061127 - 1061146, <Location>
1061168 - 1061180, <Person>
1061510 - 1061528, <Person>
1061997 - 1062021, <Org>
1062023 - 1062030, <Org>
1063109 - 1063126, <Location>
1063465 - 1063483, <Org>
1063686 - 1063693, <Org>
1063718 - 1063742, <Org>
1063894 - 1063918, <Org>
1064439 - 1064458, <Person>
1064460 - 1064481, <Person>
1064488 - 1064508, <Person>
1064724 - 1064739, <Person>
1064887 - 1064901, <Org>
1066153 - 1066171, <Person>
1066246 - 1066252, <Location>
1066273 - 1066282, <Location>
1066567 - 1066583, <Org>
1066586 - 1066593, <Org>
1066870 - 1066888, <Person>
1067026 - 1067033, <Location>
1067300 - 1067305, <Org>
1067356 - 1067384, <Org>
1067403 - 1067415, <Location>
1067489 - 1067496, <Location>
1067523 - 1067529, <Location>
1067587 - 1067595, <Location>
1067840 - 1067848, <Location>
1067866 - 1067875, <Org>
1067876 - 1067893, <Person>
1067990 - 1068002, <Location>
1068118 - 1068135, <Org>
1068139 - 1068166, <Location>
1068244 - 1068258, <Location>
1068452 - 1068468, <Org>
1068709 - 1068718, <Location>
1068768 - 1068795, <Org>
1069084 - 1069093, <Location>
1069158 - 1069171, <Location>
1069267 - 1069271, <Location>
1069253 - 1069271, <Org>
1069454 - 1069457, <Org>
1070332 - 1070334, <Location>
1070356 - 1070358, <Location>
1070378 - 1070380, <Location>
1070593 - 1070599, <Location>
1070587 - 1070607, <Org>
1070668 - 1070681, <Person>
1070683 - 1070700, <Person>
1070702 - 1070720, <Person>
1070723 - 1070736, <Person>
1070810 - 1070832, <Org>
1071070 - 1071076, <Org>
1071807 - 1071857, <Org>
1072060 - 1072071, <Org>
1072074 - 1072092, <Person>
1072307 - 1072386, <Org>
1072734 - 1072747, <Person>
1072758 - 1072823, <Org>
1074037 - 1074052, <Person>
1074315 - 1074329, <Org>
1074446 - 1074456, <Person>
1074665 - 1074693, <Org>
1074617 - 1074693, <Org>
1074694 - 1074712, <Person>
1074761 - 1074795, <Org>
1075369 - 1075394, <Org>
1075406 - 1075421, <Person>
1076612 - 1076616, <Org>
1076894 - 1076904, <Org>
1077546 - 1077580, <Org>
1077692 - 1077711, <Person>
1077754 - 1077771, <Person>
1078011 - 1078029, <Person>
1078201 - 1078216, <Person>
1078473 - 1078493, <Location>
1078510 - 1078545, <Org>
1078698 - 1078731, <Org>
1078829 - 1078848, <Location>
1079025 - 1079045, <Location>
1079048 - 1079054, <Location>
1079742 - 1079765, <Location>
1079824 - 1079829, <Org>
1079831 - 1079842, <Org>
1080147 - 1080160, <Location>
1080361 - 1080374, <Location>
1080503 - 1080545, <Org>
1080593 - 1080599, <Location>
1080647 - 1080683, <Org>
1080708 - 1080728, <Location>
1080840 - 1080854, <Org>
1081334 - 1081352, <Org>
1081696 - 1081721, <Location>
1081896 - 1081951, <Org>
1081997 - 1082021, <Org>
1082042 - 1082053, <Org>
1082430 - 1082433, <Org>
1082528 - 1082534, <Person>
1082656 - 1082666, <Person>
1082681 - 1082698, <Org>
1083482 - 1083489, <Person>
1083616 - 1083621, <Location>
1083682 - 1083700, <Org>
1083723 - 1083731, <Location>
1083994 - 1083996, <Org>
1084078 - 1084100, <Org>
1084169 - 1084187, <Org>
1084325 - 1084333, <Person>
1084463 - 1084470, <Location>
1084755 - 1084764, <Org>
1084792 - 1084800, <Location>
1085045 - 1085054, <Org>
1085079 - 1085088, <Org>
1085168 - 1085181, <Org>
1085381 - 1085404, <Org>
1085425 - 1085427, <Org>
1085430 - 1085440, <Org>
1085545 - 1085548, <Org>
1085708 - 1085717, <Org>
1085722 - 1085725, <Location>
1085808 - 1085811, <Location>
1085818 - 1085828, <Location>
1086003 - 1086017, <Person>
1086422 - 1086431, <Location>
1086577 - 1086585, <Location>
1086588 - 1086602, <Location>
1086784 - 1086787, <Location>
1086790 - 1086797, <Location>
1086798 - 1086809, <Person>
1086812 - 1086826, <Person>
1086959 - 1086962, <Location>
1086965 - 1086972, <Location>
1087826 - 1087834, <Org>
1087862 - 1087865, <Location>
1088179 - 1088229, <Org>
1088320 - 1088334, <Person>
1088348 - 1088432, <Org>
1088655 - 1088672, <Person>
1088954 - 1088968, <Location>


#####################################################################################################
###################################ERRORS############################################################
#####################################################################################################
'218 - 264, <Person> : Редактор ирландского таблоида Irish Daily Star' == '<NULL>'
'318 - 354, <Person> : герцогини Кембриджской Кейт Миддлтон' == '<NULL>'
'409 - 423, <Person> : Michael O"Kane' == '<NULL>'
'548 - 584, <Person> : акционеров Independent.
Star Limited' == '<NULL>'
'677 - 685, <Person> : О"Кейном' == '<NULL>'
'699 - 705, <Person> : О"Кейн' == '<NULL>'
'740 - 766, <Person> : редактора Irish Daily Star' == '<NULL>'
'859 - 885, <Person> : британского принца Уильяма' == '<NULL>'
'851 - 885, <Person> : супруги британского принца Уильяма' == '<NULL>'
'998 - 1059, <Person> : Совладелец газеты британский предпринима-
тель Ричард Десмонд' == '<NULL>'
'1102 - 1108, <Person> : О"Кейн' == '<NULL>'
'1164 - 1177, <Person> : Кейт Миддлтон' == '<NULL>'
'1321 - 1351, <Person> : британская королев-
ская семья' == '<NULL>'
'1479 - 1492, <Person> : Кейт Миддлтон' == '<NULL>'
'1970 - 1982, <Person> : Karl Rabeder' == '<NULL>'
'2461 - 2465, <Person> : Карл' == '<NULL>'
'2633 - 2642, <Person> : миллионер' == '<NULL>'
'2670 - 2674, <Person> : Карл' == '<NULL>'
'2731 - 2738, <Person> : мужчина' == '<NULL>'
'3202 - 3211, <Person> : миллионер' == '<NULL>'
'3386 - 3395, <Person> : миллионер' == '<NULL>'
'3562 - 3572, <Person> : миллионеру' == '<NULL>'
'3668 - 3675, <Person> : Ребедер' == '<NULL>'
'3960 - 3969, <Person> : миллионер' == '<NULL>'
'4018 - 4022, <Person> : Карл' == '<NULL>'
'4204 - 4208, <Person> : Карл' == '<NULL>'
'4327 - 4334, <Person> : Ребедер' == '<NULL>'
'4501 - 4509, <Person> : родители' == '<NULL>'
'4693 - 4697, <Person> : Карл' == '<NULL>'
'5106 - 5113, <Person> : Ребедер' == '<NULL>'
'5316 - 5328, <Person> : Карл Ребедер' == '<NULL>'
'5578 - 5597, <Person> : актриса Рэйчел Вайс' == '<NULL>'
'5883 - 5899, <Person> : Роберт Паттинсон' == '<NULL>'
'5941 - 5953, <Person> : Кроненбергом' == '<NULL>'
'5955 - 5970, <Person> : Вигго Мортенсен' == '<NULL>'
'6049 - 6066, <Person> : Роберт.
Паттинсон' == '<NULL>'
'6308 - 6316, <Person> : Светлана' == '<NULL>'
'6672 - 6685, <Person> : Валентин_Трум' == '<NULL>'
'15293 - 15302, <Person> : Ольга_Сан' == '<NULL>'
'19755 - 19764, <Person> : операторы' == '<NULL>'
'20231 - 20236, <Person> : Елена' == '<NULL>'
'20470 - 20483, <Person> : Построева Е.А' == '<NULL>'
'20668 - 20682, <Person> : Солдатенко М.Б' == '<NULL>'
'21549 - 21557, <Person> : милена70' == '<NULL>'
'23383 - 23390, <Person> : Мальчик' == '<NULL>'
'23465 - 23470, <Person> : Пацан' == '<NULL>'
'23767 - 23771, <Person> : Мама' == '<NULL>'
'23781 - 23785, <Person> : папа' == '<NULL>'
'23796 - 23800, <Person> : Папа' == '<NULL>'
'23961 - 23965, <Person> : Папа' == '<NULL>'
'23975 - 23979, <Person> : Мама' == '<NULL>'
'23994 - 23998, <Person> : папу' == '<NULL>'
'24005 - 24009, <Person> : папе' == '<NULL>'
'24022 - 24026, <Person> : Мама' == '<NULL>'
'24036 - 24040, <Person> : папе' == '<NULL>'
'24122 - 24130, <Person> : мальчику' == '<NULL>'
'24225 - 24234, <Person> : пацаненок' == '<NULL>'
'24258 - 24263, <Person> : парня' == '<NULL>'
'24323 - 24329, <Person> : Парень' == '<NULL>'
'24453 - 24457, <Person> : Женя' == '<NULL>'
'24542 - 24550, <Person> : братишка' == '<NULL>'
'24574 - 24579, <Person> : папой' == '<NULL>'
'24897 - 24902, <Person> : Женек' == '<NULL>'
'24945 - 24952, <Person> : Мальчик' == '<NULL>'
'24983 - 24992, <Person> : знакомого' == '<NULL>'
'25154 - 25158, <Person> : Женя' == '<NULL>'
'25195 - 25201, <Person> : Парень' == '<NULL>'
'25294 - 25299, <Person> : Женек' == '<NULL>'
'25327 - 25336, <Person> : пацаненку' == '<NULL>'
'25338 - 25343, <Person> : Женек' == '<NULL>'
'25437 - 25441, <Person> : мамы' == '<NULL>'
'25449 - 25453, <Person> : Мама' == '<NULL>'
'25456 - 25463, <Person> : малышом' == '<NULL>'
'25546 - 25551, <Person> : мамой' == '<NULL>'
'25609 - 25614, <Person> : брата' == '<NULL>'
'25680 - 25685, <Person> : семью' == '<NULL>'
'25726 - 25732, <Person> : братья' == '<NULL>'
'26003 - 26008, <Person> : брата' == '<NULL>'
'26031 - 26035, <Person> : брат' == '<NULL>'
'26123 - 26127, <Person> : жена' == '<NULL>'
'26130 - 26134, <Person> : дети' == '<NULL>'
'26182 - 26186, <Person> : брат' == '<NULL>'
'26298 - 26304, <Person> : братья' == '<NULL>'
'26725 - 26736, <Person> : Полицейские' == '<NULL>'
'27227 - 27246, <Person> : Руководитель приюта' == '<NULL>'
'28205 - 28224, <Person> : руководитель приюта' == '<NULL>'
'28617 - 28624, <Person> : мужчина' == '<NULL>'
'28638 - 28642, <Person> : жену' == '<NULL>'
'28852 - 28856, <Person> : сыну' == '<NULL>'
'29081 - 29085, <Person> : сыну' == '<NULL>'
'29120 - 29124, <Person> : сына' == '<NULL>'
'29748 - 29752, <Person> : сына' == '<NULL>'
'29773 - 29789, <Person> : пожарной команды' == '<NULL>'
'29763 - 29789, <Person> : начальник пожарной команды' == '<NULL>'
'30006 - 30010, <Person> : отец' == '<NULL>'
'30188 - 30192, <Person> : Отец' == '<NULL>'
'30327 - 30330, <Person> : сын' == '<NULL>'
'30468 - 30472, <Person> : сына' == '<NULL>'
'30476 - 30482, <Person> : Арманд' == '<NULL>'
'30499 - 30503, <Person> : отец' == '<NULL>'
'30535 - 30539, <Person> : Папа' == '<NULL>'
'30549 - 30553, <Person> : папа' == '<NULL>'
'30733 - 30737, <Person> : папа' == '<NULL>'
'30786 - 30790, <Person> : отец' == '<NULL>'
'30838 - 30842, <Person> : папа' == '<NULL>'
'30971 - 30974, <Person> : сын' == '<NULL>'
'30995 - 30999, <Person> : папа' == '<NULL>'
'31205 - 31223, <Person> : девочкой бедуинкой' == '<NULL>'
'31225 - 31232, <Person> : Девочка' == '<NULL>'
'32115 - 32148, <Person> : женщину-дизайнера - Рейчел Мальке' == '<NULL>'
'32733 - 32740, <Person> : Бейонсе' == '<NULL>'
'32743 - 32748, <Person> : Jay-Z' == '<NULL>'
'33015 - 33030, <Person> : Кевин Федерлайн' == '<NULL>'
'33042 - 33054, <Person> : Бритни Спирс' == '<NULL>'
'33784 - 33801, <Person> : Кевина Федерлайна' == '<NULL>'
'33779 - 33801, <Person> : Брат Кевина Федерлайна' == '<NULL>'
'33825 - 33837, <Person> : Бритни Спирс' == '<NULL>'
'33927 - 33936, <Person> : Кристофер' == '<NULL>'
'34017 - 34022, <Person> : Спирс' == '<NULL>'
'34125 - 34134, <Person> : Кристофер' == '<NULL>'
'34150 - 34156, <Person> : Бритни' == '<NULL>'
'34183 - 34189, <Person> : Кевину' == '<NULL>'
'34193 - 34199, <Person> : детьми' == '<NULL>'
'34258 - 34268, <Person> : Кристофера' == '<NULL>'
'34334 - 34340, <Person> : Бритни' == '<NULL>'
'34429 - 34435, <Person> : Бритни' == '<NULL>'
'34481 - 34486, <Person> : Кевин' == '<NULL>'
'34476 - 34486, <Person> : брат Кевин' == '<NULL>'
'34507 - 34513, <Person> : Бритни' == '<NULL>'
'34616 - 34625, <Person> : Кристофер' == '<NULL>'
'34674 - 34685, <Person> : сына Бритни' == '<NULL>'
'34668 - 34685, <Person> : отцом сына Бритни' == '<NULL>'
'34687 - 34700, <Person> : Шона Престона' == '<NULL>'
'34736 - 34748, <Person> : Бритни Спирс' == '<NULL>'
'34757 - 34772, <Person> : Шоном Престоном' == '<NULL>'
'34751 - 34772, <Person> : сыном Шоном Престоном' == '<NULL>'
'34788 - 34794, <Person> : Бритни' == '<NULL>'
